wavelength_um,geometric_albedo_cloud_free,geometric_albedo_cloudy_virga,fpfs_reflected_cloud_free,fpfs_reflected_cloudy_virga
0.328,0.014427973930632332,0.014123871281432044,5.900919515224423e-11,5.776544099388141e-11
0.329,0.010402182164262613,0.010252791741538418,4.254404674497944e-11,4.193305252979778e-11
0.32999999999999996,0.004777181244597249,0.004743176587883579,1.9538267929745654e-11,1.9399191754965364e-11
0.33099999999999996,0.006876570529362125,0.006807879111848459,2.812459284278156e-11,2.7843650745101278e-11
0.33199999999999996,0.011054627155812041,0.010885284366582103,4.521249167131133e-11,4.4519893961796555e-11
0.33299999999999996,0.014546065201362045,0.01423707753586399,5.949217847850816e-11,5.822844501595316e-11
0.33399999999999996,0.018092004546610353,0.017609592686450702,7.399477099966113e-11,7.202174722398882e-11
0.33499999999999996,0.021453590655936414,0.02078668954669215,8.774337435173284e-11,8.501580512462944e-11
0.33599999999999997,0.024617515733646407,0.02373552904737784,1.006835607739775e-10,9.707630969756651e-11
0.33699999999999997,0.027650730096865847,0.026481362328358127,1.1308915141049744e-10,1.0830653597271142e-10
0.33799999999999997,0.030584425239789288,0.02902164976109508,1.2508771683889872e-10,1.186960970837772e-10
0.33899999999999997,0.033380343514451294,0.031315847979826415,1.3652278650928216e-10,1.280791740880697e-10
0.33999999999999997,0.03594283563018796,0.03330117182931755,1.470031628989673e-10,1.3619898100193574e-10
0.34099999999999997,0.038075672052524795,0.03486437969912233,1.5572628378056795e-10,1.4259236920019065e-10
0.34199999999999997,0.03924926855955064,0.035683347911553566,1.6052619440184013e-10,1.4594188003956331e-10
0.34299999999999997,0.037635735337285106,0.034522420940082746,1.539269797612351e-10,1.4119378674896066e-10
0.344,0.02621294871875777,0.025229917415623408,1.0720874697291306e-10,1.0318823194520963e-10
0.345,0.01038473619831414,0.01022985532160452,4.247269421729798e-11,4.1839244508901667e-11
0.346,0.03473831487347091,0.03232761507763284,1.42076774707543e-10,1.322172160896789e-10
0.347,0.044527676856825335,0.03897713479798586,1.8211443865599762e-10,1.594131902946178e-10
0.348,0.04942721701035607,0.04167227547863751,2.021531441919232e-10,1.704360881146415e-10
0.349,0.05263441004098802,0.043194654232741554,2.1527029288829487e-10,1.766624886770813e-10
0.35,0.05511937840109634,0.04423979015157251,2.2543360366316797e-10,1.809370063391889e-10
0.351,0.057214672462359506,0.045030831204266375,2.3400317945786156e-10,1.841722974532617e-10
0.352,0.05907555645070964,0.04566734007951769,2.4161403784672387e-10,1.8677556500949817e-10
0.353,0.0607704109450495,0.046195694616531995,2.485458496237622e-10,1.8893649045434226e-10
0.354,0.06234512814362142,0.04664691872518147,2.54986310004886e-10,1.907819589596716e-10
